log_name,drift_id,change_type,drift_type,complexity,change_point,log_size
log_1176_1708943079.xes,"['drift_1', 'drift_2']","['sudden', 'sudden']","['sudden', 'sudden']",,"[1339, 2885]",4803.0
log_1177_1708943081.xes,"['drift_1', 'drift_2', 'drift_2']","['sudden', 'gradual_start', 'gradual_end']","['sudden', 'gradual', 'gradual']",,"[1218, 3191, 3717]",4985.0
log_1178_1708943084.xes,"['drift_1', 'drift_1', 'drift_2', 'drift_2']","['gradual_start', 'gradual_end', 'gradual_start', 'gradual_end']","['gradual', 'gradual', 'gradual', 'gradual']",,"[1882, 2424, 4049, 4551]",6285.0
log_1179_1708942897.xes,"['drift_1', 'drift_1', 'drift_2']","['gradual_start', 'gradual_end', 'sudden']","['gradual', 'gradual', 'sudden']",,"[1631, 1997, 3856]",5852.0
log_117_1708942736.xes,"['drift_1', 'drift_2', 'drift_2', 'drift_3']","['sudden', 'gradual_start', 'gradual_end', 'sudden']","['sudden', 'gradual', 'gradual', 'sudden']",,"[1353, 2646, 3051, 4384]",5594.0
log_1180_1708942904.xes,"['drift_1', 'drift_2', 'drift_2', 'drift_3', 'drift_3']","['sudden', 'gradual_start', 'gradual_end', 'gradual_start', 'gradual_end']","['sudden', 'gradual', 'gradual', 'gradual', 'gradual']",,"[1975, 2984, 3348, 5301, 5727]",7345.0
log_1183_1708942916.xes,"['drift_1', 'drift_2', 'drift_3', 'drift_3']","['sudden', 'sudden', 'gradual_start', 'gradual_end']","['sudden', 'sudden', 'gradual', 'gradual']",,"[1159, 2528, 3636, 4227]",6159.0
log_1184_1708942920.xes,"['drift_1', 'drift_1', 'drift_2']","['gradual_start', 'gradual_end', 'sudden']","['gradual', 'gradual', 'sudden']",,"[1574, 1947, 3530]",5364.0
log_1186_1708942928.xes,"['drift_1', 'drift_2', 'drift_3', 'drift_3']","['sudden', 'sudden', 'gradual_start', 'gradual_end']","['sudden', 'sudden', 'gradual', 'gradual']",,"[1587, 3537, 4748, 5135]",6346.0
log_1187_1708942933.xes,"['drift_1', 'drift_2', 'drift_2']","['sudden', 'gradual_start', 'gradual_end']","['sudden', 'gradual', 'gradual']",,"[1820, 3081, 3557]",5026.0
log_1188_1708942939.xes,"['drift_1', 'drift_1']","['gradual_start', 'gradual_end']","['gradual', 'gradual']",,"[1379, 1902]",3434.0
log_118_1708942740.xes,"['drift_1', 'drift_1']","['gradual_start', 'gradual_end']","['gradual', 'gradual']",,"[1057, 1538]",3026.0
log_1190_1708942949.xes,"['drift_1', 'drift_2', 'drift_3']","['sudden', 'sudden', 'sudden']","['sudden', 'sudden', 'sudden']",,"[1139, 2476, 4413]",5417.0
log_1191_1708942959.xes,"['drift_1', 'drift_1']","['gradual_start', 'gradual_end']","['gradual', 'gradual']",,"[1253, 1683]",3247.0
log_1194_1708942965.xes,"['drift_1', 'drift_1', 'drift_2', 'drift_3']","['gradual_start', 'gradual_end', 'sudden', 'sudden']","['gradual', 'gradual', 'sudden', 'sudden']",,"[1930, 2474, 4298, 5834]",7215.0
log_1195_1708942971.xes,"['drift_1', 'drift_1']","['gradual_start', 'gradual_end']","['gradual', 'gradual']",,"[1737, 2102]",3682.0
log_1196_1708942978.xes,"['drift_1', 'drift_2', 'drift_2']","['sudden', 'gradual_start', 'gradual_end']","['sudden', 'gradual', 'gradual']",,"[1911, 3283, 3827]",5068.0
log_1197_1708942981.xes,"['drift_1', 'drift_1']","['gradual_start', 'gradual_end']","['gradual', 'gradual']",,"[1378, 1750]",3084.0
log_1199_1708942984.xes,"['drift_1', 'drift_2', 'drift_2', 'drift_3']","['sudden', 'gradual_start', 'gradual_end', 'sudden']","['sudden', 'gradual', 'gradual', 'sudden']",,"[1054, 2532, 2877, 4122]",5235.0
log_119_1708942749.xes,"['drift_1', 'drift_2', 'drift_3']","['sudden', 'sudden', 'sudden']","['sudden', 'sudden', 'sudden']",,"[1313, 2523, 4271]",5491.0
log_11_1708942767.xes,"['drift_1', 'drift_2', 'drift_2', 'drift_3']","['sudden', 'gradual_start', 'gradual_end', 'sudden']","['sudden', 'gradual', 'gradual', 'sudden']",,"[1236, 3177, 3611, 5125]",7021.0
log_1201_1708943000.xes,"['drift_1', 'drift_1', 'drift_2', 'drift_3']","['gradual_start', 'gradual_end', 'sudden', 'sudden']","['gradual', 'gradual', 'sudden', 'sudden']",,"[1796, 2173, 3283, 4572]",6484.0
log_1202_1708943006.xes,"['drift_1', 'drift_2', 'drift_2', 'drift_3']","['sudden', 'gradual_start', 'gradual_end', 'sudden']","['sudden', 'gradual', 'gradual', 'sudden']",,"[1195, 2955, 3314, 4545]",6495.0
log_1204_1708943011.xes,['drift_1'],['sudden'],['sudden'],,[1800],3399.0
log_1205_1708943016.xes,"['drift_1', 'drift_1']","['gradual_start', 'gradual_end']","['gradual', 'gradual']",,"[1458, 1905]",3602.0
log_1206_1708943018.xes,"['drift_1', 'drift_1']","['gradual_start', 'gradual_end']","['gradual', 'gradual']",,"[1276, 1650]",3275.0
log_1207_1708943021.xes,"['drift_1', 'drift_1', 'drift_2', 'drift_2', 'drift_3']","['gradual_start', 'gradual_end', 'gradual_start', 'gradual_end', 'sudden']","['gradual', 'gradual', 'gradual', 'gradual', 'sudden']",,"[1729, 2029, 3974, 4446, 5538]",7504.0
log_1208_1708943027.xes,"['drift_1', 'drift_1']","['gradual_start', 'gradual_end']","['gradual', 'gradual']",,"[1002, 1440]",2513.0
log_120_1708942758.xes,"['drift_1', 'drift_1', 'drift_2', 'drift_2', 'drift_3']","['gradual_start', 'gradual_end', 'gradual_start', 'gradual_end', 'sudden']","['gradual', 'gradual', 'gradual', 'gradual', 'sudden']",,"[1100, 1553, 2804, 3319, 4750]",6321.0
log_1210_1708943030.xes,"['drift_1', 'drift_2', 'drift_2']","['sudden', 'gradual_start', 'gradual_end']","['sudden', 'gradual', 'gradual']",,"[1485, 3437, 3823]",5537.0
log_1211_1708943034.xes,"['drift_1', 'drift_1']","['gradual_start', 'gradual_end']","['gradual', 'gradual']",,"[1788, 2243]",3254.0
log_1212_1708943037.xes,"['drift_1', 'drift_2', 'drift_2', 'drift_3', 'drift_3']","['sudden', 'gradual_start', 'gradual_end', 'gradual_start', 'gradual_end']","['sudden', 'gradual', 'gradual', 'gradual', 'gradual']",,"[1234, 2698, 3223, 4493, 4995]",6861.0
log_1213_1708943051.xes,"['drift_1', 'drift_1']","['gradual_start', 'gradual_end']","['gradual', 'gradual']",,"[1093, 1638]",3372.0
log_1214_1708943057.xes,['drift_1'],['sudden'],['sudden'],,[1642],3110.0
log_1215_1708943060.xes,"['drift_1', 'drift_2']","['sudden', 'sudden']","['sudden', 'sudden']",,"[1412, 2985]",4140.0
log_1218_1708942898.xes,"['drift_1', 'drift_1']","['gradual_start', 'gradual_end']","['gradual', 'gradual']",,"[1533, 1913]",3715.0
log_1219_1708942901.xes,['drift_1'],['sudden'],['sudden'],,[1653],3411.0
log_121_1708942764.xes,"['drift_1', 'drift_1', 'drift_2', 'drift_2', 'drift_3']","['gradual_start', 'gradual_end', 'gradual_start', 'gradual_end', 'sudden']","['gradual', 'gradual', 'gradual', 'gradual', 'sudden']",,"[1485, 1898, 3375, 3948, 5377]",6386.0
log_1222_1708942908.xes,['drift_1'],['sudden'],['sudden'],,[1135],2302.0
log_1223_1708942911.xes,"['drift_1', 'drift_2', 'drift_2']","['sudden', 'gradual_start', 'gradual_end']","['sudden', 'gradual', 'gradual']",,"[1407, 2700, 3142]",4534.0
log_1226_1708942926.xes,"['drift_1', 'drift_1']","['gradual_start', 'gradual_end']","['gradual', 'gradual']",,"[1764, 2159]",4069.0
log_1227_1708942928.xes,"['drift_1', 'drift_2', 'drift_2', 'drift_3']","['sudden', 'gradual_start', 'gradual_end', 'sudden']","['sudden', 'gradual', 'gradual', 'sudden']",,"[1916, 3837, 4256, 6164]",7360.0
log_1228_1708942937.xes,"['drift_1', 'drift_1', 'drift_2']","['gradual_start', 'gradual_end', 'sudden']","['gradual', 'gradual', 'sudden']",,"[1274, 1662, 3617]",4898.0
log_1229_1708942940.xes,"['drift_1', 'drift_2', 'drift_2']","['sudden', 'gradual_start', 'gradual_end']","['sudden', 'gradual', 'gradual']",,"[1753, 3446, 3866]",5839.0
log_122_1708942770.xes,"['drift_1', 'drift_1']","['gradual_start', 'gradual_end']","['gradual', 'gradual']",,"[1389, 1689]",2961.0
log_1230_1708942952.xes,"['drift_1', 'drift_1']","['gradual_start', 'gradual_end']","['gradual', 'gradual']",,"[1157, 1640]",3448.0
log_1231_1708942955.xes,"['drift_1', 'drift_2', 'drift_2', 'drift_3', 'drift_3']","['sudden', 'gradual_start', 'gradual_end', 'gradual_start', 'gradual_end']","['sudden', 'gradual', 'gradual', 'gradual', 'gradual']",,"[1021, 2203, 2800, 4224, 4693]",5818.0
log_1232_1708942960.xes,"['drift_1', 'drift_2']","['sudden', 'sudden']","['sudden', 'sudden']",,"[1617, 3200]",4685.0
log_1233_1708942964.xes,"['drift_1', 'drift_1', 'drift_2', 'drift_2', 'drift_3', 'drift_3']","['gradual_start', 'gradual_end', 'gradual_start', 'gradual_end', 'gradual_start', 'gradual_end']","['gradual', 'gradual', 'gradual', 'gradual', 'gradual', 'gradual']",,"[1005, 1313, 2623, 3092, 4445, 4943]",6230.0
log_1234_1708942975.xes,"['drift_1', 'drift_2', 'drift_2', 'drift_3', 'drift_3']","['sudden', 'gradual_start', 'gradual_end', 'gradual_start', 'gradual_end']","['sudden', 'gradual', 'gradual', 'gradual', 'gradual']",,"[1396, 3093, 3672, 5328, 5693]",7419.0
log_1235_1708942979.xes,['drift_1'],['sudden'],['sudden'],,[1592],3444.0
log_1236_1708942984.xes,"['drift_1', 'drift_1', 'drift_2', 'drift_3']","['gradual_start', 'gradual_end', 'sudden', 'sudden']","['gradual', 'gradual', 'sudden', 'sudden']",,"[1272, 1586, 2611, 4502]",6100.0
log_1237_1708942988.xes,"['drift_1', 'drift_1', 'drift_2', 'drift_2']","['gradual_start', 'gradual_end', 'gradual_start', 'gradual_end']","['gradual', 'gradual', 'gradual', 'gradual']",,"[1484, 1834, 2886, 3399]",5001.0
log_1238_1708942992.xes,"['drift_1', 'drift_1']","['gradual_start', 'gradual_end']","['gradual', 'gradual']",,"[1025, 1334]",3294.0
log_123_1708942772.xes,"['drift_1', 'drift_1']","['gradual_start', 'gradual_end']","['gradual', 'gradual']",,"[1571, 2053]",3545.0
log_1240_1708942999.xes,"['drift_1', 'drift_1']","['gradual_start', 'gradual_end']","['gradual', 'gradual']",,"[1886, 2361]",4305.0
log_1242_1708943004.xes,"['drift_1', 'drift_2', 'drift_3']","['sudden', 'sudden', 'sudden']","['sudden', 'sudden', 'sudden']",,"[1870, 3246, 5118]",7034.0
log_1243_1708943009.xes,"['drift_1', 'drift_1', 'drift_2']","['gradual_start', 'gradual_end', 'sudden']","['gradual', 'gradual', 'sudden']",,"[1960, 2313, 3408]",4592.0
log_1245_1708943022.xes,"['drift_1', 'drift_1', 'drift_2', 'drift_3', 'drift_3']","['gradual_start', 'gradual_end', 'sudden', 'gradual_start', 'gradual_end']","['gradual', 'gradual', 'sudden', 'gradual', 'gradual']",,"[1281, 1823, 3042, 4117, 4492]",5975.0
log_1246_1708943028.xes,['drift_1'],['sudden'],['sudden'],,[1137],2917.0
log_1248_1708943031.xes,['drift_1'],['sudden'],['sudden'],,[1099],2687.0
log_1249_1708943035.xes,['drift_1'],['sudden'],['sudden'],,[1350],2907.0
log_124_1708942780.xes,"['drift_1', 'drift_2', 'drift_2', 'drift_3']","['sudden', 'gradual_start', 'gradual_end', 'sudden']","['sudden', 'gradual', 'gradual', 'sudden']",,"[1338, 2575, 3162, 4688]",5958.0
log_1251_1708943041.xes,"['drift_1', 'drift_1', 'drift_2', 'drift_3', 'drift_3']","['gradual_start', 'gradual_end', 'sudden', 'gradual_start', 'gradual_end']","['gradual', 'gradual', 'sudden', 'gradual', 'gradual']",,"[1829, 2184, 3258, 4822, 5151]",6542.0
log_1252_1708943046.xes,"['drift_1', 'drift_2', 'drift_2', 'drift_3']","['sudden', 'gradual_start', 'gradual_end', 'sudden']","['sudden', 'gradual', 'gradual', 'sudden']",,"[1336, 2889, 3385, 4495]",5944.0
log_1253_1708943050.xes,"['drift_1', 'drift_1', 'drift_2']","['gradual_start', 'gradual_end', 'sudden']","['gradual', 'gradual', 'sudden']",,"[1070, 1465, 2822]",3823.0
log_1255_1708942898.xes,"['drift_1', 'drift_2', 'drift_3', 'drift_3']","['sudden', 'sudden', 'gradual_start', 'gradual_end']","['sudden', 'sudden', 'gradual', 'gradual']",,"[1920, 3589, 5074, 5420]",6637.0
log_1256_1708942908.xes,['drift_1'],['sudden'],['sudden'],,[1992],3186.0
log_1257_1708942909.xes,"['drift_1', 'drift_1']","['gradual_start', 'gradual_end']","['gradual', 'gradual']",,"[1622, 2066]",3283.0
log_1258_1708942912.xes,['drift_1'],['sudden'],['sudden'],,[1460],2523.0
log_1260_1708942915.xes,"['drift_1', 'drift_1', 'drift_2']","['gradual_start', 'gradual_end', 'sudden']","['gradual', 'gradual', 'sudden']",,"[1911, 2315, 3786]",5778.0
log_1261_1708942923.xes,"['drift_1', 'drift_1', 'drift_2', 'drift_2']","['gradual_start', 'gradual_end', 'gradual_start', 'gradual_end']","['gradual', 'gradual', 'gradual', 'gradual']",,"[1174, 1646, 3117, 3584]",5373.0
log_1263_1708942929.xes,"['drift_1', 'drift_1', 'drift_2']","['gradual_start', 'gradual_end', 'sudden']","['gradual', 'gradual', 'sudden']",,"[1973, 2443, 3800]",5005.0
log_1267_1708942944.xes,"['drift_1', 'drift_2']","['sudden', 'sudden']","['sudden', 'sudden']",,"[1997, 3641]",5639.0
log_1268_1708942955.xes,"['drift_1', 'drift_1']","['gradual_start', 'gradual_end']","['gradual', 'gradual']",,"[1269, 1732]",3466.0
log_1269_1708942957.xes,"['drift_1', 'drift_2', 'drift_2']","['sudden', 'gradual_start', 'gradual_end']","['sudden', 'gradual', 'gradual']",,"[1847, 3570, 4078]",5507.0
log_126_1708942785.xes,['drift_1'],['sudden'],['sudden'],,[1421],2834.0
log_1271_1708942967.xes,"['drift_1', 'drift_2', 'drift_2', 'drift_3', 'drift_3']","['sudden', 'gradual_start', 'gradual_end', 'gradual_start', 'gradual_end']","['sudden', 'gradual', 'gradual', 'gradual', 'gradual']",,"[1465, 2533, 2972, 4775, 5185]",6300.0
log_1273_1708942974.xes,"['drift_1', 'drift_1', 'drift_2', 'drift_2']","['gradual_start', 'gradual_end', 'gradual_start', 'gradual_end']","['gradual', 'gradual', 'gradual', 'gradual']",,"[1470, 2043, 3650, 4245]",6188.0
log_1274_1708942980.xes,"['drift_1', 'drift_1']","['gradual_start', 'gradual_end']","['gradual', 'gradual']",,"[1653, 2107]",3148.0
log_1275_1708942984.xes,"['drift_1', 'drift_1', 'drift_2', 'drift_3', 'drift_3']","['gradual_start', 'gradual_end', 'sudden', 'gradual_start', 'gradual_end']","['gradual', 'gradual', 'sudden', 'gradual', 'gradual']",,"[1960, 2355, 4113, 5241, 5609]",6622.0
log_1278_1708942999.xes,"['drift_1', 'drift_1']","['gradual_start', 'gradual_end']","['gradual', 'gradual']",,"[1962, 2370]",3703.0
log_1281_1708943009.xes,"['drift_1', 'drift_1']","['gradual_start', 'gradual_end']","['gradual', 'gradual']",,"[1798, 2165]",3414.0
log_1282_1708943013.xes,"['drift_1', 'drift_2', 'drift_2', 'drift_3']","['sudden', 'gradual_start', 'gradual_end', 'sudden']","['sudden', 'gradual', 'gradual', 'sudden']",,"[1318, 3309, 3774, 5250]",6849.0
log_1283_1708943018.xes,['drift_1'],['sudden'],['sudden'],,[1957],3323.0
log_1284_1708943022.xes,"['drift_1', 'drift_2', 'drift_3', 'drift_3']","['sudden', 'sudden', 'gradual_start', 'gradual_end']","['sudden', 'sudden', 'gradual', 'gradual']",,"[1982, 3173, 4936, 5356]",6643.0
log_1285_1708943026.xes,"['drift_1', 'drift_2', 'drift_3']","['sudden', 'sudden', 'sudden']","['sudden', 'sudden', 'sudden']",,"[1598, 3143, 4333]",5495.0
log_1286_1708943030.xes,"['drift_1', 'drift_1']","['gradual_start', 'gradual_end']","['gradual', 'gradual']",,"[1156, 1624]",2898.0
log_1287_1708943034.xes,['drift_1'],['sudden'],['sudden'],,[1307],2426.0
log_1288_1708943036.xes,"['drift_1', 'drift_1', 'drift_2', 'drift_2']","['gradual_start', 'gradual_end', 'gradual_start', 'gradual_end']","['gradual', 'gradual', 'gradual', 'gradual']",,"[1378, 1963, 3061, 3610]",5373.0
log_1289_1708943038.xes,"['drift_1', 'drift_1', 'drift_2', 'drift_3', 'drift_3']","['gradual_start', 'gradual_end', 'sudden', 'gradual_start', 'gradual_end']","['gradual', 'gradual', 'sudden', 'gradual', 'gradual']",,"[1487, 1916, 3603, 5297, 5805]",7783.0
log_128_1708942792.xes,"['drift_1', 'drift_1', 'drift_2', 'drift_3', 'drift_3']","['gradual_start', 'gradual_end', 'sudden', 'gradual_start', 'gradual_end']","['gradual', 'gradual', 'sudden', 'gradual', 'gradual']",,"[1039, 1422, 2486, 4321, 4731]",5935.0
log_1290_1708943043.xes,"['drift_1', 'drift_1', 'drift_2']","['gradual_start', 'gradual_end', 'sudden']","['gradual', 'gradual', 'sudden']",,"[1316, 1702, 3377]",4730.0
log_1291_1708943051.xes,"['drift_1', 'drift_1']","['gradual_start', 'gradual_end']","['gradual', 'gradual']",,"[1201, 1603]",3086.0
log_1292_1708943054.xes,"['drift_1', 'drift_2', 'drift_2']","['sudden', 'gradual_start', 'gradual_end']","['sudden', 'gradual', 'gradual']",,"[1034, 2181, 2572]",4040.0
log_1293_1708942899.xes,"['drift_1', 'drift_2', 'drift_2']","['sudden', 'gradual_start', 'gradual_end']","['sudden', 'gradual', 'gradual']",,"[1639, 2909, 3493]",5200.0
log_1294_1708942906.xes,"['drift_1', 'drift_1', 'drift_2', 'drift_3']","['gradual_start', 'gradual_end', 'sudden', 'sudden']","['gradual', 'gradual', 'sudden', 'sudden']",,"[1919, 2231, 3920, 5444]",6942.0
log_1296_1708942914.xes,"['drift_1', 'drift_2', 'drift_2', 'drift_3', 'drift_3']","['sudden', 'gradual_start', 'gradual_end', 'gradual_start', 'gradual_end']","['sudden', 'gradual', 'gradual', 'gradual', 'gradual']",,"[1144, 3143, 3506, 5382, 5963]",7464.0
log_1297_1708942922.xes,"['drift_1', 'drift_1']","['gradual_start', 'gradual_end']","['gradual', 'gradual']",,"[1480, 2074]",3602.0
log_1298_1708942925.xes,"['drift_1', 'drift_2']","['sudden', 'sudden']","['sudden', 'sudden']",,"[1303, 2755]",4020.0
log_12_1708942773.xes,"['drift_1', 'drift_2', 'drift_2']","['sudden', 'gradual_start', 'gradual_end']","['sudden', 'gradual', 'gradual']",,"[1596, 3338, 3683]",5096.0
log_1300_1708942937.xes,"['drift_1', 'drift_2', 'drift_2']","['sudden', 'gradual_start', 'gradual_end']","['sudden', 'gradual', 'gradual']",,"[1095, 2396, 2868]",4545.0
log_1301_1708942944.xes,"['drift_1', 'drift_1', 'drift_2', 'drift_3']","['gradual_start', 'gradual_end', 'sudden', 'sudden']","['gradual', 'gradual', 'sudden', 'sudden']",,"[1906, 2348, 3461, 5042]",6598.0
log_1302_1708942955.xes,"['drift_1', 'drift_2', 'drift_3', 'drift_3']","['sudden', 'sudden', 'gradual_start', 'gradual_end']","['sudden', 'sudden', 'gradual', 'gradual']",,"[1308, 2905, 4143, 4497]",6039.0
log_1303_1708942960.xes,"['drift_1', 'drift_1', 'drift_2', 'drift_3', 'drift_3']","['gradual_start', 'gradual_end', 'sudden', 'gradual_start', 'gradual_end']","['gradual', 'gradual', 'sudden', 'gradual', 'gradual']",,"[1814, 2293, 3724, 4827, 5330]",7068.0
log_1304_1708942967.xes,"['drift_1', 'drift_2', 'drift_2']","['sudden', 'gradual_start', 'gradual_end']","['sudden', 'gradual', 'gradual']",,"[1828, 3200, 3645]",4895.0
log_1305_1708942971.xes,"['drift_1', 'drift_1']","['gradual_start', 'gradual_end']","['gradual', 'gradual']",,"[1991, 2365]",3490.0
log_1306_1708942979.xes,"['drift_1', 'drift_1']","['gradual_start', 'gradual_end']","['gradual', 'gradual']",,"[1779, 2160]",3539.0
log_1307_1708942982.xes,"['drift_1', 'drift_1']","['gradual_start', 'gradual_end']","['gradual', 'gradual']",,"[1615, 1953]",3743.0
log_1308_1708942986.xes,"['drift_1', 'drift_1', 'drift_2', 'drift_2', 'drift_3', 'drift_3']","['gradual_start', 'gradual_end', 'gradual_start', 'gradual_end', 'gradual_start', 'gradual_end']","['gradual', 'gradual', 'gradual', 'gradual', 'gradual', 'gradual']",,"[1914, 2253, 3599, 4085, 5114, 5625]",7111.0
log_1309_1708942996.xes,"['drift_1', 'drift_2', 'drift_2']","['sudden', 'gradual_start', 'gradual_end']","['sudden', 'gradual', 'gradual']",,"[1644, 2762, 3152]",4710.0
log_1310_1708942999.xes,['drift_1'],['sudden'],['sudden'],,[1015],2688.0
log_1312_1708943003.xes,"['drift_1', 'drift_1', 'drift_2']","['gradual_start', 'gradual_end', 'sudden']","['gradual', 'gradual', 'sudden']",,"[1641, 2220, 3281]",4281.0
log_1313_1708943007.xes,"['drift_1', 'drift_2']","['sudden', 'sudden']","['sudden', 'sudden']",,"[1949, 3163]",4213.0
log_1314_1708943010.xes,"['drift_1', 'drift_1']","['gradual_start', 'gradual_end']","['gradual', 'gradual']",,"[1070, 1501]",2685.0
log_1315_1708943013.xes,"['drift_1', 'drift_2', 'drift_2']","['sudden', 'gradual_start', 'gradual_end']","['sudden', 'gradual', 'gradual']",,"[1002, 2875, 3287]",4331.0
log_1316_1708943021.xes,"['drift_1', 'drift_1', 'drift_2', 'drift_2', 'drift_3', 'drift_3']","['gradual_start', 'gradual_end', 'gradual_start', 'gradual_end', 'gradual_start', 'gradual_end']","['gradual', 'gradual', 'gradual', 'gradual', 'gradual', 'gradual']",,"[1052, 1469, 2513, 3101, 4473, 5038]",6429.0
log_1317_1708943029.xes,['drift_1'],['sudden'],['sudden'],,[1130],2505.0
log_1319_1708943037.xes,"['drift_1', 'drift_1', 'drift_2', 'drift_2', 'drift_3', 'drift_3']","['gradual_start', 'gradual_end', 'gradual_start', 'gradual_end', 'gradual_start', 'gradual_end']","['gradual', 'gradual', 'gradual', 'gradual', 'gradual', 'gradual']",,"[1766, 2108, 3655, 4106, 5708, 6011]",7678.0
log_131_1708942806.xes,"['drift_1', 'drift_1']","['gradual_start', 'gradual_end']","['gradual', 'gradual']",,"[1032, 1557]",2794.0
log_1321_1708943046.xes,"['drift_1', 'drift_2', 'drift_3']","['sudden', 'sudden', 'sudden']","['sudden', 'sudden', 'sudden']",,"[1980, 3064, 4773]",6211.0
log_1322_1708943055.xes,"['drift_1', 'drift_2', 'drift_2']","['sudden', 'gradual_start', 'gradual_end']","['sudden', 'gradual', 'gradual']",,"[1862, 2984, 3289]",4448.0
